title,exercise_type,target_muscle_group,equipment,experience_level,exercise_rating,exercise_rating_description,alternative_exercises
Single-arm bench dumbbell row,Strength,Middle Back,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Single-arm cable lateral raise,Strength,Shoulders,Cable,Intermediate,n/a,Not Yet Rated,N/A
UP Quad Extension,Strength,Quadriceps,Machine,Intermediate,n/a,Not Yet Rated,N/A
UP Single-Leg Press,Strength,Quadriceps,Machine,Intermediate,n/a,Not Yet Rated,N/A
UP Leg Press,Strength,Quadriceps,Machine,Intermediate,n/a,Not Yet Rated,N/A
UP Cable Face Pull,Strength,Shoulders,Cable,Intermediate,n/a,Not Yet Rated,N/A
Rope overhead triceps extension,Strength,Triceps,Cable,Intermediate,n/a,Not Yet Rated,N/A
Weighted back extension,Strength,Lower Back,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UP Cable Cross-Over,Strength,Chest,Cable,Intermediate,n/a,Not Yet Rated,N/A
Single-arm cable biceps curl,Strength,Biceps,Cable,Intermediate,n/a,Not Yet Rated,N/A
UP Rope Push-down,Strength,Triceps,Cable,Intermediate,n/a,Not Yet Rated,N/A
UP Seated Cable Row,Strength,Middle Back,Cable,Intermediate,n/a,Not Yet Rated,N/A
UP Cable Straight-Arm Pull-Down,Strength,Middle Back,Cable,Intermediate,n/a,Not Yet Rated,N/A
UP Cable Fly,Strength,Chest,Cable,Intermediate,n/a,Not Yet Rated,N/A
Cable rope pull-through deadlift,Strength,Glutes,Cable,Intermediate,n/a,Not Yet Rated,N/A
UP Lat Pull-Down,Strength,Lats,Cable,Intermediate,n/a,Not Yet Rated,N/A
UP Triceps Extension Straight-Bar Push-Down,Strength,Triceps,Cable,Intermediate,n/a,Not Yet Rated,N/A
UP Cable Curl With Straight Bar,Strength,Biceps,Cable,Intermediate,n/a,Not Yet Rated,N/A
UP Assisted Push-up,Strength,Chest,N/A,Intermediate,n/a,Not Yet Rated,N/A
UP Band Abducted Squat,Strength,Quadriceps,Bands,Intermediate,n/a,Not Yet Rated,N/A
UP Chin-Up,Strength,Lats,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UP Front Lunge,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UP High-Bar Squat,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UP Incline Bench Press,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UP Sumo Deadlift,Strength,Middle Back,N/A,Intermediate,n/a,Not Yet Rated,N/A
UP Lat Pull-Over,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UP Pendlay Row,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UP Single-Leg Romanian Deadlift,Strength,Middle Back,N/A,Intermediate,n/a,Not Yet Rated,N/A
UP Pull-Up,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UP Push Press,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UP McGill Big 3,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UP Front Squat,Strength,Quadriceps,N/A,Intermediate,n/a,Not Yet Rated,N/A
Band Resisted Dumbbell Row,Strength,Lats,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Band-resisted plyometric box squat,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN Band Assisted Pull-up Pronated,Strength,Lats,Bands,Intermediate,n/a,Not Yet Rated,N/A
UN Barbell Rack Pull,Strength,Middle Back,Barbell,Intermediate,n/a,Not Yet Rated,N/A
UN Band Assisted Pull-up Neutral,Strength,Lats,Bands,Intermediate,n/a,Not Yet Rated,N/A
UN Band Assisted Pull-up Supinated,Strength,Lats,Bands,Intermediate,n/a,Not Yet Rated,N/A
UN Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate,n/a,Not Yet Rated,N/A
UN Barbell Box Squat,Strength,Quadriceps,Barbell,Intermediate,n/a,Not Yet Rated,N/A
UN Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate,n/a,Not Yet Rated,N/A
UN Barbell Scrape The Rack,Strength,Middle Back,Barbell,Intermediate,n/a,Not Yet Rated,N/A
UN Trap-Bar Carry,Strength,Shoulders,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
UN Cable Pull-Through,Strength,Middle Back,Cable,Intermediate,n/a,Not Yet Rated,N/A
UN Cross-Body Carry,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN Double Overhead Carry,Strength,Shoulders,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN Push-Up,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UN Dumbbell Farmer&#x27;s Carry,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN Dumbbell RDL,Strength,Middle Back,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
UN Forward Lunge,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UN Front Foot Elevated Split Squat,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UN Front Racked Carry,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN Glute Bridge,Strength,Glutes,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UN Half Kneeling Single-Arm Landmine Y Press,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN Loaded Banded,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN Chest Supported Row,Strength,Middle Back,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
UN Zercher Carry,Strength,Shoulders,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN Single-Leg RDL,Strength,Hamstrings,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN Reverse Lunge,Strength,Quadriceps,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN Pull-Up Supinated,Strength,Biceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UN Pull-Up Pronated,Strength,Biceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UN Pull-Up Neutral,Strength,Biceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UN Rear Foot Elevated Split Squat,Strength,Glutes,Barbell,Intermediate,n/a,Not Yet Rated,N/A
UN Goblet Squat,Strength,Glutes,Kettlebells,Intermediate,n/a,Not Yet Rated,N/A
UN Landmine Row,Strength,Lower Back,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN lateral Lunge,Strength,Abductors,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN Non-Alternating Forward Walking Lunge,Strength,Glutes,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN Slight Incline Barbell Bench Press,Strength,Chest,N/A,Intermediate,n/a,Not Yet Rated,N/A
UN High Angle Cable Row,Strength,Middle Back,N/A,Intermediate,n/a,Not Yet Rated,N/A
AA Incline Bench Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
AA Cable Leaning Side Raise,Strength,Shoulders,Cable,Intermediate,n/a,Not Yet Rated,N/A
UNS Foam Roll Thigh,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Single-arm barbell suitcase hold,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UNS Dual-handle low cable row,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UNS Slight decline single-arm dumbbell row,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UNS Slight incline dumbbell bench press,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UNS Barbell floor press,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UNS Cable half-kneeling face pull,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UNS Medicine ball chest slam,Strength,Forearms,N/A,Intermediate,n/a,Not Yet Rated,N/A
UNS Seal jack,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UNS Inverted row,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Banded Push-Up,Strength,Chest,Bands,Intermediate,n/a,Not Yet Rated,N/A
UNS Band pull-apart,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UNS Band face pull,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
UNS Band over-and-back,Strength,Lower Back,Bands,Intermediate,n/a,Not Yet Rated,N/A
UNS T-spine rotation with reach,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Quadruped thoracic rotation,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Pec stretch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Lat stretch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Foam Roll,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Foam Roll Lats,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Foam Roll Upper Back,Strength,Middle Back,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Foam Roll Adductor,Strength,Adductors,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Half-Kneeling Hip Flexor Stretch,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Rocking Adductor Stretch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Bird Dog,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Banded Glute Bridge,Strength,Glutes,Bands,Intermediate,n/a,Not Yet Rated,N/A
UNS Dumbbell Romanian Deadlift,Strength,Lower Back,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
UNS Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
UNS Cable Pull-Through,Strength,Glutes,Cable,Intermediate,n/a,Not Yet Rated,N/A
UNS Jumping Jack,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Low Depth Jump,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Foam Roll Pecs,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Standing Calf Raise,Strength,Calves,Barbell,Intermediate,n/a,Not Yet Rated,N/A
UNS Forward-To-Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
UNS Banded Dumbbell Romanian Deadlift,Strength,Lower Back,Cable,Intermediate,n/a,Not Yet Rated,N/A
Ab wheel roll-out,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Barbell Floor Wiper,Strength,Abdominals,Barbell,Intermediate,n/a,Not Yet Rated,N/A
30 Barbell Roll-Out,Strength,Abdominals,Barbell,Intermediate,n/a,Not Yet Rated,N/A
Bench mountain climber,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Feet-elevated bench side plank,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Bosu Cable Reverse Crunch,Strength,Abdominals,Exercise Ball,Intermediate,n/a,Not Yet Rated,N/A
Standing cable twist,Strength,Abdominals,Cable,Intermediate,n/a,Not Yet Rated,N/A
Cross-body sit-up,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Decline band press sit-up,Strength,Abdominals,Bands,Intermediate,n/a,Not Yet Rated,N/A
Decline kayak,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Decline plate sit-up twist,Strength,Abdominals,Other,Intermediate,n/a,Not Yet Rated,N/A
30 Decline Reverse Crunch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Decline sit-up twist,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell straight-legged hip raise,Strength,Abdominals,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Decline plate sit-up,Strength,Abdominals,Barbell,Intermediate,n/a,Not Yet Rated,N/A
Seated leg tuck with dumbbell,Strength,Abdominals,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell V-sit cross jab-,Strength,Abdominals,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Flat Bench Leg Raise,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Flutter Kick,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Chin-up crunch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Gorilla Chin Oblique Crunch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Half Turkish get-up,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Hanging Oblique Crunch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Windshield Wiper,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
30 Hollow-Body Hold,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Parallel bars knee raise,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
BOSU knee tuck,Strength,Abdominals,Exercise Ball,Intermediate,n/a,Not Yet Rated,N/A
30 Cable Rope Crunch,Strength,Abdominals,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Cable Rope Oblique Crunch,Strength,Abdominals,Cable,Intermediate,n/a,Not Yet Rated,N/A
30 Landmine Twist,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Parallel bars leg raise,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Cable lying twist on ball,Strength,Abdominals,Cable,Intermediate,n/a,Not Yet Rated,N/A
Medicine ball Russian twist,Strength,Abdominals,Medicine Ball,Intermediate,n/a,Not Yet Rated,N/A
30 Medicine Ball Slam,Strength,Abdominals,Medicine Ball,Intermediate,n/a,Not Yet Rated,N/A
Otis-up-,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Cable Pallof Press,Strength,Abdominals,Cable,Intermediate,n/a,Not Yet Rated,N/A
Reverse ab roll-out,Strength,Abdominals,Other,Intermediate,n/a,Not Yet Rated,N/A
30 Seated Twist With PVC Pipe,Strength,Abdominals,Other,Intermediate,n/a,Not Yet Rated,N/A
30 Shoulder Tap,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Side Plank On Ball,Strength,Abdominals,Exercise Ball,Intermediate,n/a,Not Yet Rated,N/A
Smith machine V-up,Strength,Abdominals,Machine,Intermediate,n/a,Not Yet Rated,N/A
30 Spider Crawl,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Spider crunch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Standing Plate Twist,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Suspended crunch-,Strength,Abdominals,Other,Intermediate,n/a,Not Yet Rated,N/A
Suspended oblique crunch,Strength,Abdominals,Other,Intermediate,n/a,Not Yet Rated,N/A
Toe-touch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Hanging Toes-To-Bar,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 V-Up,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Weighted sit-up,Strength,Abdominals,Other,Intermediate,n/a,Not Yet Rated,N/A
Medicine ball twist,Strength,Abdominals,Medicine Ball,Intermediate,n/a,Not Yet Rated,N/A
30 Hanging Leg Raise With Dumbbell,Strength,Abdominals,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Standing Russian Twist,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Hanging exercise ball leg raise,Strength,Abdominals,Exercise Ball,Intermediate,n/a,Not Yet Rated,N/A
Cocoon crunch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Bench oblique crunch,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Cable Reverse Crunch On Ball,Strength,Abdominals,Cable,Intermediate,n/a,Not Yet Rated,N/A
Standing Low-Cable Row - Abel Albonetti Version,Strength,Lats,N/A,Intermediate,n/a,Not Yet Rated,N/A
CM Forward Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
30 Cable Reverse Crunch,Strength,Abdominals,Cable,Intermediate,n/a,Not Yet Rated,N/A
Full moon-,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
30 Decline Press Sit-Up,Strength,Abdominals,Other,Intermediate,n/a,Not Yet Rated,N/A
UN Hands Elevated Push-Up,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Push-up to side plank,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell Lying Hamstring Curl,Strength,Hamstrings,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Tyler Holt V-Up,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Tyler Holt Cable Torso Twist,Strength,Abdominals,Cable,Intermediate,n/a,Not Yet Rated,N/A
Tyler Holt Plank,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Pop Squat On Leg Press,Strength,Quadriceps,Machine,Intermediate,n/a,Not Yet Rated,N/A
Tyler Holt Hip-Dip,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Boat Pose,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Suicides,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell Halo,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Standing Dumbbell Scap Raise,Strength,Shoulders,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Single-Leg Deadlift Walk,Strength,Hamstrings,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell Crush Press,Strength,Triceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Single-Arm Dumbbell Snatch,Strength,Quadriceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
Dumbbell Get-Up Sit-Up,Strength,Abdominals,Dumbbell,Expert,n/a,Not Yet Rated,N/A
KV Barbell Hip Thrust,Strength,Abdominals,Barbell,Intermediate,n/a,Not Yet Rated,N/A
KV Bulgarian Split Squat,Strength,Quadriceps,Barbell,Intermediate,n/a,Not Yet Rated,N/A
KV Dumbbell Lunges,Strength,Quadriceps,Dumbbell,Intermediate,n/a,Not Yet Rated,N/A
KV Cable Squat,Strength,Quadriceps,Cable,Intermediate,n/a,Not Yet Rated,N/A
KV Cable Kick-Back,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
KV Romanian Deadlift with Kettlebell,Strength,Lower Back,Kettlebells,Intermediate,n/a,Not Yet Rated,N/A
LD Cable One-Arm Upright Row,Strength,Triceps,Cable,Intermediate,n/a,Not Yet Rated,N/A
Wide-Grip Barbell Incline Row,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Assisted Single-Arm Pull-Up,Strength,Lats,Other,Expert,n/a,Not Yet Rated,N/A
Assisted Single-Arm Chin-Up,Strength,Lats,Other,Expert,n/a,Not Yet Rated,N/A
Rhomboid Reverse Fly,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Holt Landmine Chest To Sit-Up,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Holt Landmine Bent-Over Row,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Holt Landmine Twist,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Holt Landmine Pull And Press,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Holt Landmine Lunge To Press,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Holt Landmine Burpee,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Reverse Plank Alternating Heel Pull-in,Strength,Abdominals,Other,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Straight Plank Jack,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Hill Climber,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Squat Thrust,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Seal Drag to Push-Up,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Elbow Plank Jack,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Alternating Prisoner Squat,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Elbow Plank Pike,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Straight Plank Hand Reach,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Wax-On Wax-Off,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Wide Hill Climber,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Alternating Lateral Lunge,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Towel Dirty Dog,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Squat Pull-Through Jump,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Straight Plank Shoulder Tap,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Donkey Kick,Strength,Glutes,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Killer Abs,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Straight Plank Split Jack,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Elbow Plank Swim,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman 180 Jump,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Elbow Plank Saw,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Foot-Elevated Knee-Up to Squat,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Feet-Elevated Squat Thrust,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Feet-Elevated Straight Plank Toe-Tap Series,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Step Triceps Dip,Strength,Triceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Hands-Elevated Lunge Jump,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Elbow Plank Pike Pull,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Hands-Elevated Jack to Split Jump,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Foot-Elevated Knee-Up to Reverse Lunge,Strength,Quadriceps,N/A,Intermediate,n/a,Not Yet Rated,N/A
Holman Seated Knee Pull-In,Strength,Abdominals,N/A,Intermediate,n/a,Not Yet Rated,N/A
Holman Hand-Elevated Walk-Over Push-Up,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Hands-Elevated Hill Climber,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Seated Pike,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Hand-Elevated Push-Up with Hand Row,Strength,Chest,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Hands-Elevated Wide Squat Thrust,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Feet-Elevated Up-Down Plank,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Feet-Elevated Hand Tap,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Hands-Elevated Squat Thrust to Split Jack,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Reverse Straight Plank with Alternating Heel Pull-In,Strength,Abdominals,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Squat Jump,Strength,Quadriceps,Body Only,Intermediate,n/a,Not Yet Rated,N/A
Holman Deadlift,Strength,Lower Back,Other,Intermediate,n/a,Not Yet Rated,N/A
